0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
A62705,コミック,9784396765330,オハナホロホロ　　　３　　　　,鳥野　しの　著　　　,祥伝社　　　　,20111108,933,2406,横浜店,20111108,20120318,7,2,1160
A62705,コミック,9784396765361,ねこやり　　　　　　　　　　　,黒娜　さかき　著　　,祥伝社　　　　,20111208,800,2406,横浜店,20111208,20111209,1,2,134
A62705,コミック,9784396765538,Ｓｉｌｅｎｔ　Ｂｌｕｅ　　　　,安堂　維子里　著　　,祥伝社　　　　,20120706,933,2406,横浜店,20120706,20130109,3,2,107
A62705,コミック,9784396765644,誰そ彼の家政婦さん　　　　　　,小池田　マヤ　著　　,祥伝社　　　　,20121108,933,2406,横浜店,20131015,20130726,8,3,630
A62705,コミック,9784575334807,女と猫は呼ばない時にやってくる,小池田　マヤ　著　　,双葉社　　　　,20120517,905,2406,横浜店,20130920,20130928,6,2,944
A62705,コミック,9784778320409,パパイヤ軍団★　　　１　　　　,青木　光恵　著　　　,太田出版　　　,20070601,952,2406,横浜店,20100917,20070919,6,2,216
A62705,コミック,9784778320645,パパイヤ軍団★　　　２　　　　,青木　光恵　著　　　,太田出版　　　,20080801,952,2406,横浜店,20100917,20080911,1,2,182
A62705,コミック,9784821188758,ねこ道楽　　　　　　　　　　　,いわみち　さくら　著,ぶんか社　　　,20090916,743,2406,横浜店,20091016,20090922,3,2,495
A62705,教養,9784062113656,サイバラ茸　　　２　　　　　　,西原　理恵子　　　　,講談社　　　　,20020701,1800,2406,横浜店,20121229,20121220,2,2,151
A62706,コミック,9784396764692,午前３時の無法地帯　　　３　　,ねむ　ようこ　著　　,祥伝社　　　　,20090908,933,2406,横浜店,20130827,20130809,29,2,2679
A62706,コミック,9784396765408,地上１０メートルの檻から　　　,三原　ミツカズ　著　,祥伝社　　　　,20120208,933,2406,横浜店,20130713,20120817,2,2,681
A62706,コミック,9784434100802,舞姫／うたかたの記／文づかい　　　　　　,双葉　はづき　他漫画,星雲社　　　　,20070201,1280,2406,横浜店,20070625,20070216,1,2,37
A62706,コミック,9784821172115,二十三夜　賢者の石　　１３　　,秋乃　茉莉　著　　　,ぶんか社　　　,20111017,619,2406,横浜店,20111017,20111017,1,2,668
A62706,コミック,9784821174393,私たちは繁殖している　　１２　,内田　春菊　著　　　,ぶんか社　　　,20130501,933,2406,横浜店,20130502,20131105,3,2,925
A62706,コミック,9784872339369,愛がなくても喰ってゆけます。　,よしなが　ふみ　著　,太田出版　　　,20050501,880,2406,横浜店,20130510,20110815,32,2,2426
A62707,コミック,9784087824957,星屑とコスモス　　　　　　　　,さよならポニーテール,集英社　　　　,20130301,1286,2406,横浜店,20130323,20130326,1,2,123
A62707,コミック,9784344825598,ＯとＫのあいだ　　　　　　　　,平尾　アウリ　著　　,幻冬舎　　　　,20120724,619,2406,横浜店,20120921,20130209,7,2,233
A62707,コミック,9784344827707,センセイと僕　　　　　　　　　,平尾　アウリ　著　　,幻冬舎　　　　,20130323,619,2406,横浜店,20130323,20130925,10,2,204
A62707,コミック,9784778321161,幾百星霜　　　２　　　　　　　,雁　須磨子　著　　　,太田出版　　　,20100601,952,2406,横浜店,20101018,20130606,4,3,320
A62708,コミック,9784434168185,蛟堂報復録　　　２　　　　　　,瀬野　春紀　漫画　　,星雲社　　　　,20120701,640,2406,横浜店,20120714,20120910,2,2,553
A62708,コミック,9784776735380,放蕩王子とワルツを３回踊る　　,浅川　ナオ　著　　　,宙出版　　　　,20130701,619,2406,横浜店,20130712,20130921,5,5,188
A62708,コミック,9784862254672,河内遙時代短編集　チルヒ　　　,河内　遙　著　　　　,小池書院　　　,20090501,933,2406,横浜店,20100610,20120808,19,2,333
A62709,コミック,9784776732020,祈りの天使　宮殿で恋のワルツを,佐々木　みすず　画　,宙出版　　　　,20111201,619,2406,横浜店,20130130,20120124,2,3,514
A62709,コミック,9784776732464,連れ戻された花嫁　　　　　　　,佐々木　みすず　画　,宙出版　　　　,20120301,619,2406,横浜店,20120301,0,0,2,468
A62710,コミック,9784776732051,ギリシア貴族とさらわれた花嫁　,花里　ひかり　画　　,宙出版　　　　,20111210,609,2406,横浜店,20130130,20121201,1,2,276
A62801,コミック,9784063377293,マンガ家よゐよゐ,なかはら★ももた,講談社,20110713,819,2406,横浜店,20110713,20111111,1,2,268
A62801,コミック,9784063377569,カツ婚！　恋に喝！篇　　　　　,米沢　りか　著　　　,講談社　　　　,,676,2406,横浜店,20120810,0,0,3,457
A62801,コミック,9784063377606,蜜ドキパルフェ　　　２　　　　,美川　べるの　著　　,講談社　　　　,20120913,686,2406,横浜店,20130710,20130629,7,2,530
A62801,コミック,9784063377804,ニコニコ妖画　　　　　　　　　,ニコ　ニコルソン　著,講談社　　　　,20130412,838,2406,横浜店,20130412,0,0,3,78
A62801,コミック,9784063418613,あるいていこう　　　１　　　　,上田　美和　著　　　,講談社　　　　,20130513,429,2406,横浜店,20130513,0,0,2,470
A62801,コミック,9784063418811,ヤマトナデシコ七変化　　３４　,はやかわ　ともこ　著,講談社　　　　,20131011,429,2406,横浜店,20131011,20131015,3,2,2232
A62802,コミック,9784063416602,ずっとずっと好きな人。,南波あつこ,講談社,20091211,514,2406,横浜店,20091211,20100225,6,2,769
A62803,コミック,9784063192452,ちはやふる　　　２　　　　　　,末次　由紀　著　　　,講談社　　　　,,419,2406,横浜店,20121213,20130803,257,2,23252
A62803,コミック,9784063408409,レッドポイント１,六花チヨ,講談社,20110311,419,2406,横浜店,20110311,0,0,2,100
A62803,コミック,9784063408706,東京アリス　　　８　　　　　　,稚野　鳥子　著　　　,講談社　　　　,20120213,419,2406,横浜店,20120213,20120912,5,2,4597
A62803,コミック,9784063409055,バラ色の聖戦　　１１　　　　　,こやま　ゆかり　著　,講談社　　　　,20130513,429,2406,横浜店,20130513,20130521,2,2,962
A62803,コミック,9784087823950,ママはテンパリスト　　　４　　,東村　アキコ　著　　,集英社　　　　,20111101,762,2406,横浜店,20111117,20130501,31,2,8608
A62804,コミック,9784063408386,ケッコーケンコウ家族６,栗原まもる,講談社,20110311,457,2406,横浜店,20110311,20110819,4,2,344
A62804,コミック,9784063408492,少煌女　　　４　　　　　　　　,海野　つなみ　著　　,講談社　　　　,20110713,419,2406,横浜店,20110713,20111123,1,2,481
A62804,コミック,9784063408515,大正ガールズ　エクスプレス　　,日下　直子　著　　　,講談社　　　　,20110713,419,2406,横浜店,20110713,20121208,10,2,546
A62804,コミック,9784063408621,大正ガールズ　エクスプレス　　,日下　直子　著　　　,講談社　　　　,20111111,419,2406,横浜店,20120912,20121208,10,2,395
A62804,コミック,9784063408768,大正ガールズ　エクスプレス　　,日下　直子　著　　　,講談社　　　　,20120413,419,2406,横浜店,20120912,20120902,7,2,296
A62804,コミック,9784063408805,バラ色の聖戦　　　８　　　　　,こやま　ゆかり　著　,講談社　　　　,20120613,419,2406,横浜店,20120613,20120722,2,2,981
A62804,コミック,9784063408997,大正ガールズ　エクスプレス　　,日下　直子　著　　　,講談社　　　　,20130213,429,2406,横浜店,20130218,20130213,1,2,114
A62804,コミック,9784063803433,明治緋色綺譚　　　３　　　　　,リカチ　著　　　　　,講談社　　　　,20120413,419,2406,横浜店,20130614,20130606,14,4,3314
A62804,コミック,9784063803518,明治緋色綺譚　　　４　　　　　,リカチ　著　　　　　,講談社　　　　,,429,2406,横浜店,20130614,20130606,15,4,2907
A62804,コミック,9784063803631,明治緋色綺譚　　　５　　　　　,リカチ　著　　　　　,講談社　　　　,,429,2406,横浜店,20121012,20130606,8,6,2679
A62804,コミック,9784063803815,明治緋色綺譚　　　７　　　　　,リカチ　著　　　　　,講談社　　　　,20130412,429,2406,横浜店,20130412,20131101,9,6,2232
A62804,コミック,9784063803938,明治緋色綺譚　　　８　　　　　,リカチ　著　　　　　,講談社　　　　,20130712,429,2406,横浜店,20130712,20130721,6,3,2036
A62805,コミック,9784063768190,かみのすまうところ。　　　２　,有永　イネ　著　　　,講談社　　　　,20130513,571,2406,横浜店,20130513,20130710,7,5,138
A62805,コミック,9784088656120,Ｒｅａｌ　Ｃｌｏｔｈｅｓ　　１,槇村　さとる　著　　,集英社　　　　,20101217,457,2406,横浜店,20111019,20110706,13,2,5055
A62805,コミック,9784088656649,デカワンコ　　１２　　　　　　,森本　梢子　著　　　,集英社　　　　,20130325,419,2406,横浜店,20130325,20130703,3,2,1686
A62805,コミック,9784088656663,脳内ポイズンベリー　　　３　　,水城　せとな　著　　,集英社　　　　,20130823,419,2406,横浜店,20130823,20131012,10,6,2264
A62806,コミック,9784088653440,サムライカアサン　　　　　　　,板羽　皆　著　　　　,集英社　　　　,20060519,400,2406,横浜店,20110630,20100506,23,2,2274
A62806,コミック,9784088656052,僕らはみんな死んでいる♪　　　,きら　著　　　　　　,集英社　　　　,20101019,419,2406,横浜店,20130629,20101113,1,2,1394
A62806,コミック,9784088656113,僕らは４月を夢見てる,有田直央,集英社,20101217,457,2406,横浜店,20120730,20130319,4,2,353
A62806,コミック,9784088656199,僕らはみんな死んでいる♪　　　,きら　著　　　　　　,集英社　　　　,20110218,419,2406,横浜店,20120629,20120108,5,2,1203
A62806,コミック,9784592143086,大奥　　　８　　　　　　　　　,よしなが　ふみ　著　,白泉社　　　　,20120928,657,2406,横浜店,20120928,20121124,30,2,11619
A62809,コミック,9784253105934,チャレンジ！－『光とともに…』,鳴母　ほのか　著　　,秋田書店　　　,20130601,900,2406,横浜店,20130613,0,0,3,91
A62809,コミック,9784812477922,背中のまーちゃ　　　　　　　　,奈良　郁子　著　　　,竹書房　　　　,20120607,838,2406,横浜店,20120607,0,0,2,72
A62901,コミック,9784091344038,どうせもう逃げられない　　　２,一井　かずみ　著　　,小学館　　　　,20120608,400,2406,横浜店,20130612,20130606,6,5,3331
A62901,コミック,9784091350572,エンジェル・トランペット　　　,赤石　路代　著　　　,小学館　　　　,20130110,429,2406,横浜店,20130628,20130923,7,4,1773
A62902,コミック,9784091332950,オス・メス・キッス・追試っす！,一堂　ヒカル　著　　,小学館　　　　,20100924,400,2406,横浜店,20110122,20110211,1,2,742
A62902,コミック,9784091335586,５時から９時まで　　　２　　　,相原　実貴　著　　　,小学館　　　　,20101224,400,2406,横浜店,20130906,20130902,63,2,8193
A62902,コミック,9784091338594,５時から９時まで　　　３　　　,相原　実貴　著　　　,小学館　　　　,20110526,400,2406,横浜店,20120501,20130719,41,2,7260
A62903,コミック,9784091327178,ココロ・ボタン　　　１　　　　,宇佐美　真紀　著　　,小学館　　　　,20091026,400,2406,横浜店,20130206,20130130,56,2,9199
A62903,コミック,9784091341136,姉の結婚　　　２　　　　　　　,西　炯子　著　　　　,小学館　　　　,20111110,400,2406,横浜店,20120926,20130331,41,4,10896
A62903,コミック,9784091346377,危険なキスは蜜の味　　　　　　,真村　ミオ　著　　　,小学館　　　　,20120926,400,2406,横浜店,20120926,20130911,4,3,820
A62903,コミック,9784091347947,姉の結婚　　　４　　　　　　　,西　炯子　著　　　　,小学館　　　　,20121124,429,2406,横浜店,20121124,20130924,32,2,8760
A62903,コミック,9784091353283,サキュバスの愛撫　　　　　　　,村田　ゆか　著　　　,小学館　　　　,20130610,429,2406,横浜店,20130610,20130610,1,4,248
A62904,コミック,9784091326263,坂道のアポロン　　　４　　　　,小玉　ユキ　著　　　,小学館　　　　,20090810,400,2406,横浜店,20120508,20130322,55,2,4442
A62904,コミック,9784091345974,49,登田　好美　著　　　,小学館　　　　,20120926,400,2406,横浜店,20120926,20131103,3,2,440
A62904,コミック,9784091348784,微熱×発熱　　　　　　　　　　,後藤　みさき　著　　,小学館　　　　,20130326,400,2406,横浜店,20130326,20130908,5,2,1492
A62904,コミック,9784091352552,童話のしっぽ～ありすｉｎＷｏｎ,長山　えい　著　　　,小学館　　　　,20130426,400,2406,横浜店,20130426,20130428,1,2,290
A62905,コミック,9784091330499,ぴんとこな　　　１　　　　　　,嶋木　あこ　著　　　,小学館　　　　,20100226,400,2406,横浜店,20130829,20131026,81,2,7711
A62905,コミック,9784091333575,ぴんとこな　　　２　　　　　　,嶋木　あこ　著　　　,小学館　　　　,20100826,400,2406,横浜店,20130829,20131026,59,2,6775
A62905,コミック,9784091336323,ぴんとこな　　　５　　　　　　,嶋木　あこ　著　　　,小学館　　　　,20110726,400,2406,横浜店,20130829,20130929,40,2,5568
A62905,コミック,9784091337139,ぴんとこな　　　３　　　　　　,嶋木　あこ　著　　　,小学館　　　　,20110126,400,2406,横浜店,20130829,20131026,47,2,6097
A62905,コミック,9784091338600,ぴんとこな　　　４　　　　　　,嶋木　あこ　著　　　,小学館　　　　,20110526,400,2406,横浜店,20130829,20130928,39,2,5870
A62905,コミック,9784091341976,ぴんとこな　　　６　　　　　　,嶋木　あこ　著　　　,小学館　　　　,20111226,400,2406,横浜店,20130829,20130929,36,2,5464
A62905,コミック,9784091344410,ペン先にシロップ　　　１　　　,七尾　美緒　著　　　,小学館　　　　,20120525,400,2406,横浜店,20130326,20131001,33,2,4138
A62905,コミック,9784091344472,ぴんとこな　　　７　　　　　　,嶋木　あこ　著　　　,小学館　　　　,20120626,400,2406,横浜店,20130829,20130928,22,2,5223
A62905,コミック,9784091348104,ぴんとこな　　　８　　　　　　,嶋木　あこ　著　　　,小学館　　　　,20121126,400,2406,横浜店,20130829,20130928,25,2,4883
A62905,コミック,9784091350749,猫ｍｉｘ幻奇譚とらじ　　　６　,田村　由美　著　　　,小学館　　　　,20130308,429,2406,横浜店,20130308,20130427,1,2,2470
A62905,コミック,9784091352651,ＮＯＡＨ！－ノア－　　　３　　,しばの　結花　著　　,小学館　　　　,20130626,400,2406,横浜店,20130626,0,0,2,336
A62906,コミック,9784091345899,もう少女まんがなんて　　　　　,蒔田　ナオ　著　　　,小学館　　　　,20120726,400,2406,横浜店,20120726,20120728,1,2,572
A62906,コミック,9784091350985,ライオンはくるおしく愛す　　　,藤生　ナミ　著　　　,小学館　　　　,20130326,400,2406,横浜店,20130921,20130919,9,2,813
A62906,コミック,9784091351173,愛だけ探していられない　　　２,藤井　みつる　著　　,小学館　　　　,20130308,429,2406,横浜店,20130308,20130910,2,2,280
A62907,コミック,9784091321800,風光る　　２５　　　　　　　　,渡辺　多恵子　著　　,小学館　　　　,20081126,400,2406,横浜店,20101119,20101113,34,2,4933
A62907,コミック,9784091336996,双花の檻　　　　　　　　　　　,桃乃　みく　著　　　,小学館　　　　,20110325,400,2406,横浜店,20130807,20130729,2,2,1009
A62908,コミック,9784091353443,宇宙屋台へおいでませ　　　２　,うつろ　あきこ　著　,小学館　　　　,20130410,743,2406,横浜店,20130410,20130507,2,2,70
A62909,コミック,9784091791382,萩尾望都－愛の宝石－　　　　　,萩尾　望都　著　　　,小学館　　　　,20121201,2600,2406,横浜店,20121208,20130120,2,3,230
A62909,コミック,9784091791405,渡辺多恵子－想い／絆－　　　　,渡辺　多恵子　著　　,小学館　　　　,20130101,2600,2406,横浜店,20130109,20130125,1,2,136
A62909,コミック,9784778011345,オレ、女子校教師！　　　　　　,森　千紗　著　　　　,小学館　　　　,20110325,533,2406,横浜店,20110325,0,0,2,238
A63001,コミック,9784592124955,いつでもお天気気分　　　１　　,羅川　真里茂　著　　,白泉社　　　　,,400,2406,横浜店,20111116,20111213,5,2,631
A63001,コミック,9784592124962,いつでもお天気気分　　　２　　,羅川　真里茂　著　　,白泉社　　　　,,400,2406,横浜店,20111116,20111213,8,2,605
A63001,コミック,9784592176848,っポイ！　　２４　　　　　　　,やまざき　貴子　著　,白泉社　　　　,20040605,390,2406,横浜店,20111107,20100804,6,2,315
A63001,コミック,9784592180463,図書館戦争　ＬＯＶＥ＆ＷＡＲ　,弓　きいろ　画　　　,白泉社　　　　,,429,2406,横浜店,20131010,20130525,85,2,8548
A63001,コミック,9784592180470,図書館戦争　ＬＯＶＥ＆ＷＡＲ　,弓　きいろ　画　　　,白泉社　　　　,,429,2406,横浜店,20131010,20130515,47,2,7420
A63001,コミック,9784592180500,図書館戦争　ＬＯＶＥ＆ＷＡＲ　,弓　きいろ　画　　　,白泉社　　　　,,429,2406,横浜店,20131010,20130718,39,2,7727
A63001,コミック,9784592192725,六百頁のミステリー　　　　　　,幸村　アルト　著　　,白泉社　　　　,20110819,400,2406,横浜店,20110819,20111203,4,2,1090
A63001,コミック,9784592192855,はちみつとバタフライ～職人工房,幸村　アルト　著　　,白泉社　　　　,20120220,400,2406,横浜店,20120220,20130629,8,2,849
A63001,コミック,9784592193180,図書館戦争　ＬＯＶＥ＆ＷＡＲ　,弓　きいろ　画　　　,白泉社　　　　,,429,2406,横浜店,20131010,20130910,21,2,7473
A63001,コミック,9784592197225,新装版　しゃにむにＧＯ　　　２,羅川　真里茂　著　　,白泉社　　　　,20130417,800,2406,横浜店,20130417,0,0,3,239
A63001,コミック,9784592197287,新装版　しゃにむにＧＯ　　　８,羅川　真里茂　著　　,白泉社　　　　,20130719,800,2406,横浜店,20130719,0,0,2,173
A63001,コミック,9784592198697,榎神社ニャン拝記　　　２　　　,清水　アイ　著　　　,白泉社　　　　,20121019,552,2406,横浜店,20121019,20121023,1,5,300
A63001,コミック,9784592198987,制服図鑑　　　　　　　　　　　,マツモト　トモ　著　,白泉社　　　　,20111205,619,2406,横浜店,20111205,20120924,7,5,1519
A63002,コミック,9784592174608,遥かなる時空の中で７,水野十子,白泉社,20030605,400,2406,横浜店,20111107,20091218,10,2,549
A63002,コミック,9784592180432,ラブ　シック　　　１　　　　　,モリエ　サトシ　著　,白泉社　　　　,20090417,400,2406,横浜店,20111107,20100117,19,2,2707
A63002,コミック,9784592181460,Ｓ・Ａ　スペシャル・エー　　１,南　マキ　著　　　　,白泉社　　　　,20090319,400,2406,横浜店,20111114,20111104,40,2,4103
A63002,コミック,9784592181873,猫の街の子　　　　　　　　　　,モリエ　サトシ　著　,白泉社　　　　,20110119,400,2406,横浜店,20111017,20111226,10,2,2447
A63002,コミック,9784592182405,天空聖龍～イノセント・ドラゴン,山口　美由紀　著　　,白泉社　　　　,,400,2406,横浜店,20091031,20090605,18,2,1559
A63002,コミック,9784592182948,天空聖龍～イノセント・ドラゴン,山口　美由紀　著　　,白泉社　　　　,,400,2406,横浜店,20091031,20090605,24,2,1875
A63002,コミック,9784592182962,天空聖龍～イノセント・ドラゴン,山口　美由紀　著　　,白泉社　　　　,20090105,400,2406,横浜店,20100217,20091121,17,2,2260
A63002,コミック,9784592187127,遥かなる時空の中で４はじまりの,水野十子,白泉社,20090205,400,2406,横浜店,20111116,20120124,28,2,3095
A63002,コミック,9784592191162,もちもちの神様　　　１　　　　,森生　まさみ　著　　,白泉社　　　　,20100805,400,2406,横浜店,20111107,20111018,13,2,1653
A63002,コミック,9784592191179,もちもちの神様　　　２　　　　,森生　まさみ　著　　,白泉社　　　　,20110502,400,2406,横浜店,20110502,20110808,6,2,1363
A63002,コミック,9784592192824,せつげつか　　　　　　　　　　,モリエ　サトシ　著　,白泉社　　　　,20111220,400,2406,横浜店,20111220,20120411,8,2,1272
A63002,コミック,9784592192848,彼女の涙が雪だとしたら－水森暦,水森　暦　著　　　　,白泉社　　　　,20120120,400,2406,横浜店,20120925,20130726,27,2,1624
A63002,コミック,9784592192862,コワイロヘンゲ　　　　　　　　,モリエ　サトシ　著　,白泉社　　　　,20120319,400,2406,横浜店,20120319,20121008,7,2,1174
A63002,コミック,9784592192886,咎人とメロディ　　　　　　　　,モリエ　サトシ　著　,白泉社　　　　,20120820,400,2406,横浜店,20120926,20120918,4,2,1080
A63002,コミック,9784592196419,声優かっ！　　１１　　　　　　,南　マキ　著　　　　,白泉社　　　　,20130220,400,2406,横浜店,20130904,20130815,14,2,2158
A63002,コミック,9784592196426,声優かっ！　　１２　　　　　　,南　マキ　著　　　　,白泉社　　　　,20130319,400,2406,横浜店,20130914,20130503,11,2,2174
A63002,コミック,9784592196822,星空のカラス　　　２　　　　　,モリエ　サトシ　著　,白泉社　　　　,20130719,429,2406,横浜店,20131016,20131031,13,8,1163
A63002,コミック,9784592197065,愛蔵版・遙かなる時空の中で６,水野十子,白泉社,20120905,838,2406,横浜店,20120905,0,0,2,260
A63003,コミック,9784592183198,アラクレ　　　４　　　　　　　,藤原　規代　著　　　,白泉社　　　　,20070319,390,2406,横浜店,20111107,20100731,17,2,2654
A63003,コミック,9784592186816,少年ドールズ　　　１　　　　　,響　ワタル　著　　　,白泉社　　　　,20090403,400,2406,横浜店,20111107,20100806,8,2,1925
A63003,コミック,9784592186823,少年ドールズ　　　２　　　　　,響　ワタル　著　　　,白泉社　　　　,20100205,400,2406,横浜店,20111107,20100806,7,2,1467
A63003,コミック,9784592190011,ベリーベリー　　　１　　　　　,日高　万里　著　　　,白泉社　　　　,20090819,400,2406,横浜店,20110817,20111217,27,2,4547
A63003,コミック,9784592190028,ベリーベリー　　　２　　　　　,日高　万里　著　　　,白泉社　　　　,20100319,400,2406,横浜店,20110817,20111217,23,2,4166
A63003,コミック,9784592190530,お嫁にいけない！　　　３　　　,藤原　規代　著　　　,白泉社　　　　,20110119,400,2406,横浜店,20110520,20111108,15,2,1466
A63003,コミック,9784592190769,ただいまのうた　　　６　　　　,ふじもと　ゆうき　著,白泉社　　　　,20131018,429,2406,横浜店,20131018,20131029,5,2,1995
A63003,コミック,9784592190950,ボクを包む月の光　　１１　　　,日渡　早紀　著　　　,白泉社　　　　,,429,2406,横浜店,20120926,20121230,23,2,5879
A63003,コミック,9784592191537,少年ドールズ　　　３　　　　　,響　ワタル　著　　　,白泉社　　　　,20101105,400,2406,横浜店,20111107,20101118,6,2,1185
A63003,コミック,9784592192534,王子と魔女と姫君と　　　３　　,松月　滉　著　　　　,白泉社　　　　,,429,2406,横浜店,20110923,20120611,8,2,5146
A63003,コミック,9784592192589,王子と魔女と姫君と　　　８　　,松月　滉　著　　　　,白泉社　　　　,,429,2406,横浜店,20130425,20130507,10,2,3331
A63003,コミック,9784592192596,王子と魔女と姫君と　　　９　　,松月　滉　著　　　　,白泉社　　　　,,429,2406,横浜店,20130419,20130629,8,2,3124
A63003,コミック,9784592193111,百年恋慕　　　１　　　　　　　,真柴　なお　著　　　,白泉社　　　　,20100805,400,2406,横浜店,20110915,20121015,38,2,3069
A63003,コミック,9784592193128,百年恋慕　　　２　　　　　　　,真柴　なお　著　　　,白泉社　　　　,20111005,400,2406,横浜店,20111005,20121015,14,2,1848
A63003,コミック,9784592193463,桃山キョーダイ　　　１　　　　,ふじつか　雪　著　　,白泉社　　　　,20101203,400,2406,横浜店,20121029,20121110,45,2,3714
A63003,コミック,9784592193470,桃山キョーダイ　　　２　　　　,ふじつか　雪　著　　,白泉社　　　　,20110805,400,2406,横浜店,20130214,20130209,27,2,2981
A63003,コミック,9784592193487,桃山キョーダイ　　　３　　　　,ふじつか　雪　著　　,白泉社　　　　,20120405,400,2406,横浜店,20130214,20130209,19,2,2624
A63003,コミック,9784592193494,桃山キョーダイ　　　４　　　　,ふじつか　雪　著　　,白泉社　　　　,20130205,400,2406,横浜店,20130205,20130707,10,2,2046
A63003,コミック,9784592195160,千年の雪　　　３　　　　　　　,葉鳥　ビスコ　著　　,白泉社　　　　,20130805,429,2406,横浜店,20130805,20131005,7,9,2357
A63003,コミック,9784592197478,学園アリス　イラストファンブッ,樋口　橘　著　　　　,白泉社　　　　,20130719,933,2406,横浜店,20130719,20131019,3,2,658
A63003,コミック,9784592197911,はらぺこバンピーノ　　　１　　,氷堂　涼二　著　　　,白泉社　　　　,20120720,552,2406,横浜店,20130301,20130711,5,2,482
A63003,コミック,9784592197935,はらぺこバンピーノ　　　３　　,氷堂　涼二　著　　　,白泉社　　　　,20130719,619,2406,横浜店,20130719,0,0,2,177
A63004,コミック,9784592177487,スワンレイク　　　　　　　　　,樋口　橘　　　　　　,白泉社　　　　,19991214,390,2406,横浜店,20111107,20100504,3,2,47
A63004,コミック,9784592178286,スキップ・ビート！　　　８　　,仲村　佳樹　著　　　,白泉社　　　　,,429,2406,横浜店,20131010,20130911,41,2,3273
A63004,コミック,9784592178293,スキップ・ビート！　　　９　　,仲村　佳樹　著　　　,白泉社　　　　,,429,2406,横浜店,20131010,20130911,35,2,3191
A63004,コミック,9784592178392,スキップ・ビート！　　１９　　,仲村　佳樹　著　　　,白泉社　　　　,,429,2406,横浜店,20131015,20130911,88,2,8050
A63004,コミック,9784592186113,スキップ・ビ－ト！　　２１　　,仲村　佳樹　著　　　,白泉社　　　　,,429,2406,横浜店,20131011,20130929,72,2,11548
A63004,コミック,9784592186120,スキップ・ビ－ト！　　２２　　,仲村　佳樹　著　　　,白泉社　　　　,,429,2406,横浜店,20131016,20130929,74,2,11999
A63004,コミック,9784592186137,スキップ・ビ－ト！　　２３　　,仲村　佳樹　著　　　,白泉社　　　　,,429,2406,横浜店,20131010,20130929,69,3,12494
A63004,コミック,9784592186168,スキップ・ビート！　　２６　　,仲村　佳樹　著　　　,白泉社　　　　,,429,2406,横浜店,20111116,20110619,53,2,13251
A63004,コミック,9784592186182,スキップ・ビート！　　２８　　,仲村　佳樹　著　　　,白泉社　　　　,,429,2406,横浜店,20130107,20121229,46,2,13627
A63004,コミック,9784592186199,スキップ・ビート！　　２９　　,仲村　佳樹　著　　　,白泉社　　　　,,429,2406,横浜店,20130107,20121229,50,2,14461
A63004,コミック,9784592186205,スキップ・ビート！　　３０　　,仲村　佳樹　著　　　,白泉社　　　　,,429,2406,横浜店,20131010,20130429,53,2,14234
A63004,コミック,9784592186588,花よりも花の如く　　１１　　　,成田　美名子　著　　,白泉社　　　　,,429,2406,横浜店,20130104,20130913,11,2,4880
A63004,コミック,9784592187608,でたらめ妄想力オペラ　　　　　,葉鳥　ビスコ　著　　,白泉社　　　　,20121205,533,2406,横浜店,20121205,20130419,7,2,767
A63004,コミック,9784592191216,帝の至宝　　　１　　　　　　　,仲野　えみこ　著　　,白泉社　　　　,,429,2406,横浜店,20130207,20130719,39,2,4270
A63004,コミック,9784592191223,帝の至宝　　　２　　　　　　　,仲野　えみこ　著　　,白泉社　　　　,,429,2406,横浜店,20130725,20130719,29,2,4107
A63004,コミック,9784592191230,帝の至宝　　　３　　　　　　　,仲野　えみこ　著　　,白泉社　　　　,20110502,400,2406,横浜店,20130724,20130719,17,2,3847
A63004,コミック,9784592191421,純愛ラビリンス　　　２　　　　,なかじ　有紀　著　　,白泉社　　　　,20100705,400,2406,横浜店,20111116,20120610,9,2,2602
A63004,コミック,9784592191506,祈り花　　　　　　　　　　　　,林　みかせ　著　　　,白泉社　　　　,20120605,400,2406,横浜店,20120605,20120623,4,2,874
A63004,コミック,9784592192879,ｍａｎｙ　　　　　　　　　　　,堤　翔　著　　　　　,白泉社　　　　,20120319,400,2406,横浜店,20120926,20120428,6,2,319
A63004,コミック,9784592194200,ウルフル・ムーン　　　　　　　,友藤　結　著　　　　,白泉社　　　　,20121120,400,2406,横浜店,20121120,20130225,8,2,1457
A63004,コミック,9784592194910,スキップ・ビート！　　３１　　,仲村　佳樹　著　　　,白泉社　　　　,,429,2406,横浜店,20131011,20130627,50,2,13784
A63004,コミック,9784592194927,スキップ・ビート！　　３２　　,仲村　佳樹　著　　　,白泉社　　　　,,429,2406,横浜店,20130319,20130819,44,3,12952
A63004,コミック,9784592195825,ヒノコ　　　２　　　　　　　　,津田　雅美　著　　　,白泉社　　　　,20130605,429,2406,横浜店,20130605,20130621,12,3,1884
A63004,コミック,9784592197195,愛蔵版　東京クレイジーパラダイ,仲村　佳樹　著　　　,白泉社　　　　,20130520,800,2406,横浜店,20130520,0,0,2,607
A63004,コミック,9784592217053,愛蔵版　ＣＩＰＨＥＲ　　　５　,成田　美名子　著　　,白泉社　　　　,20131004,838,2406,横浜店,20131004,0,0,2,294
A63004,コミック,9784592217060,愛蔵版　ＣＩＰＨＥＲ　　　６　,成田　美名子　著　　,白泉社　　　　,20131004,838,2406,横浜店,20131004,0,0,2,289
